/home/samuele.angheben/vr_env/lib64/python3.9/site-packages/networkx/utils/backends.py:135: RuntimeWarning: networkx backend defined more than once: nx-loopback
  backends.update(_get_backends("networkx.backends"))
Loaded dataset with categories: ['Faces', 'Faces_easy', 'Leopards', 'Motorbikes', 'accordion', 'airplanes', 'anchor', 'ant', 'barrel', 'bass', 'beaver', 'binocular', 'bonsai', 'brain', 'brontosaurus', 'buddha', 'butterfly', 'camera', 'cannon', 'car_side', 'ceiling_fan', 'cellphone', 'chair', 'chandelier', 'cougar_body', 'cougar_face', 'crab', 'crayfish', 'crocodile', 'crocodile_head', 'cup', 'dalmatian', 'dollar_bill', 'dolphin', 'dragonfly', 'electric_guitar', 'elephant', 'emu', 'euphonium', 'ewer', 'ferry', 'flamingo', 'flamingo_head', 'garfield', 'gerenuk', 'gramophone', 'grand_piano', 'hawksbill', 'headphone', 'hedgehog', 'helicopter', 'ibis', 'inline_skate', 'joshua_tree', 'kangaroo', 'ketch', 'lamp', 'laptop', 'llama', 'lobster', 'lotus', 'mandolin', 'mayfly', 'menorah', 'metronome', 'minaret', 'nautilus', 'octopus', 'okapi', 'pagoda', 'panda', 'pigeon', 'pizza', 'platypus', 'pyramid', 'revolver', 'rhino', 'rooster', 'saxophone', 'schooner', 'scissors', 'scorpion', 'sea_horse', 'snoopy', 'soccer_ball', 'stapler', 'starfish', 'stegosaurus', 'stop_sign', 'strawberry', 'sunflower', 'tick', 'trilobite', 'umbrella', 'watch', 'water_lilly', 'wheelchair', 'wild_cat', 'windsor_chair', 'wrench', 'yin_yang']
 Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s] Loading checkpoint shards:  50%|█████     | 1/2 [00:00<00:00,  1.42it/s] Loading checkpoint shards: 100%|██████████| 2/2 [00:01<00:00,  1.65it/s] Loading checkpoint shards: 100%|██████████| 2/2 [00:01<00:00,  1.61it/s]
Using a slow image processor as `use_fast` is unset and a slow processor was saved with this model. `use_fast=True` will be the default behavior in v4.52, even if the model was saved with a slow processor. This will result in minor differences in outputs. You'll still be able to use a slow processor with `use_fast=False`.
[prompt1] Example 702: label=ant, prediction=Ants. [✗ WRONG]
[prompt1] Example 703: label=ant, prediction=Ant costume. [✓ CORRECT]
[prompt1] Example 704: label=ant, prediction=Ant. [✓ CORRECT]
[prompt1] Example 705: label=ant, prediction=Ant. [✓ CORRECT]
[prompt1] Example 706: label=ant, prediction=Ant. [✓ CORRECT]
[prompt1] Example 707: label=ant, prediction=Ant. [✓ CORRECT]
[prompt1] Example 708: label=ant, prediction=Ant. [✓ CORRECT]
[prompt1] Example 709: label=ant, prediction=Ants. [✗ WRONG]
[prompt1] Example 710: label=ant, prediction=Ants. [✗ WRONG]
[prompt1] Example 711: label=barrel, prediction=Barrel [✓ CORRECT]
[prompt1] Example 712: label=barrel, prediction=Barrel [✓ CORRECT]
[prompt1] Example 713: label=barrel, prediction=Bottle [✗ WRONG]
[prompt1] Example 714: label=barrel, prediction=Wooden barrel. [✓ CORRECT]
[prompt1] Example 715: label=barrel, prediction=Barrel [✓ CORRECT]
[prompt1] Example 716: label=barrel, prediction=Whiskey barrel [✓ CORRECT]
[prompt1] Example 717: label=barrel, prediction=Barrel [✓ CORRECT]
[prompt1] Example 718: label=barrel, prediction=Barrel [✓ CORRECT]
[prompt1] Example 719: label=barrel, prediction=barrel [✓ CORRECT]
[prompt1] Example 720: label=barrel, prediction=Television [✗ WRONG]
[prompt1] Example 721: label=barrel, prediction=Water barrel. [✓ CORRECT]
[prompt1] Example 722: label=barrel, prediction=Signpost [✗ WRONG]
[prompt1] Example 723: label=barrel, prediction=Barrel [✓ CORRECT]
[prompt1] Example 724: label=barrel, prediction=Barrel [✓ CORRECT]
[prompt1] Example 725: label=bass, prediction=Fish illustration. [✗ WRONG]
[prompt1] Example 726: label=bass, prediction=Fish. [✗ WRONG]
[prompt1] Example 727: label=bass, prediction=Fish. [✗ WRONG]
[prompt1] Example 728: label=bass, prediction=Fish. [✗ WRONG]
[prompt1] Example 729: label=bass, prediction=Fish. [✗ WRONG]
[prompt1] Example 730: label=bass, prediction=Fish. [✗ WRONG]
[prompt1] Example 731: label=bass, prediction=Fish. [✗ WRONG]
[prompt1] Example 732: label=bass, prediction=Fish. [✗ WRONG]
[prompt1] Example 733: label=bass, prediction=Fish and worm. [✗ WRONG]
[prompt1] Example 734: label=bass, prediction=Fish. [✗ WRONG]
[prompt1] Example 735: label=bass, prediction=Fish. [✗ WRONG]
[prompt1] Example 736: label=bass, prediction=Fish. [✗ WRONG]
[prompt1] Example 737: label=bass, prediction=Fish [✗ WRONG]
[prompt1] Example 738: label=bass, prediction=Fish. [✗ WRONG]
[prompt1] Example 739: label=bass, prediction=Fish. [✗ WRONG]
[prompt1] Example 740: label=bass, prediction=Fish. [✗ WRONG]
[prompt1] Example 741: label=beaver, prediction=Beaver. [✓ CORRECT]
[prompt1] Example 742: label=beaver, prediction=Beaver. [✓ CORRECT]
[prompt1] Example 743: label=beaver, prediction=Beaver [✓ CORRECT]
[prompt1] Example 744: label=beaver, prediction=Rodent. [✗ WRONG]
[prompt1] Example 745: label=beaver, prediction=Cat [✗ WRONG]
[prompt1] Example 746: label=beaver, prediction=Beaver. [✓ CORRECT]
[prompt1] Example 747: label=beaver, prediction=Beaver [✓ CORRECT]
[prompt1] Example 748: label=beaver, prediction=Rodent. [✗ WRONG]
[prompt1] Example 749: label=beaver, prediction=Beaver. [✓ CORRECT]
[prompt1] Example 750: label=beaver, prediction=bear [✗ WRONG]
[prompt1] Example 751: label=beaver, prediction=Beaver. [✓ CORRECT]
[prompt1] Example 752: label=beaver, prediction=Otter. [✗ WRONG]
[prompt1] Example 753: label=beaver, prediction=Beaver. [✓ CORRECT]
[prompt1] Example 754: label=beaver, prediction=Statue of a cat. [✗ WRONG]
[prompt1] Example 755: label=binocular, prediction=Binoculars [✗ WRONG]
[prompt1] Example 756: label=binocular, prediction=Optical instrument [✗ WRONG]
[prompt1] Example 757: label=binocular, prediction=Binoculars. [✗ WRONG]
[prompt1] Example 758: label=binocular, prediction=Shoes [✗ WRONG]
[prompt1] Example 759: label=binocular, prediction=Camera lens. [✗ WRONG]
[prompt1] Example 760: label=binocular, prediction=Binoculars [✗ WRONG]
[prompt1] Example 761: label=binocular, prediction=Headphones [✗ WRONG]
[prompt1] Example 762: label=binocular, prediction=Binoculars [✗ WRONG]
[prompt1] Example 763: label=binocular, prediction=Binoculars [✗ WRONG]
[prompt1] Example 764: label=binocular, prediction=Binoculars. [✗ WRONG]
[prompt1] Example 765: label=bonsai, prediction=Tree sapling. [✗ WRONG]
[prompt1] Example 766: label=bonsai, prediction=Bonsai tree [✓ CORRECT]
[prompt1] Example 767: label=bonsai, prediction=Bonsai tree. [✓ CORRECT]
[prompt1] Example 768: label=bonsai, prediction=Bonsai tree. [✓ CORRECT]
[prompt1] Example 769: label=bonsai, prediction=Bonsai trees. [✓ CORRECT]
[prompt1] Example 770: label=bonsai, prediction=Bonsai tree [✓ CORRECT]
[prompt1] Example 771: label=bonsai, prediction=Bonsai tree. [✓ CORRECT]
[prompt1] Example 772: label=bonsai, prediction=Bonsai tree [✓ CORRECT]
[prompt1] Example 773: label=bonsai, prediction=Bonsai tree [✓ CORRECT]
[prompt1] Example 774: label=bonsai, prediction=Bonsai tree [✓ CORRECT]
[prompt1] Example 775: label=bonsai, prediction=Tree. [✗ WRONG]
[prompt1] Example 776: label=bonsai, prediction=Bonsai tree [✓ CORRECT]
[prompt1] Example 777: label=bonsai, prediction=Bonsai tree. [✓ CORRECT]
[prompt1] Example 778: label=bonsai, prediction=Bonsai tree. [✓ CORRECT]
[prompt1] Example 779: label=bonsai, prediction=Bonsai tree. [✓ CORRECT]
[prompt1] Example 780: label=bonsai, prediction=Bonsai tree. [✓ CORRECT]
[prompt1] Example 781: label=bonsai, prediction=Bonsai tree. [✓ CORRECT]
[prompt1] Example 782: label=bonsai, prediction=Bonsai tree. [✓ CORRECT]
[prompt1] Example 783: label=bonsai, prediction=Bonsai tree. [✓ CORRECT]
[prompt1] Example 784: label=bonsai, prediction=Bonsai tree. [✓ CORRECT]
[prompt1] Example 785: label=bonsai, prediction=Bonsai tree. [✓ CORRECT]
[prompt1] Example 786: label=bonsai, prediction=Bonsai tree. [✓ CORRECT]
[prompt1] Example 787: label=bonsai, prediction=Bonsai tree [✓ CORRECT]
[prompt1] Example 788: label=bonsai, prediction=Bonsai tree [✓ CORRECT]
[prompt1] Example 789: label=bonsai, prediction=Bonsai tree [✓ CORRECT]
[prompt1] Example 790: label=bonsai, prediction=Bonsai tree [✓ CORRECT]
[prompt1] Example 791: label=bonsai, prediction=Bonsai tree. [✓ CORRECT]
[prompt1] Example 792: label=bonsai, prediction=Bonsai tree. [✓ CORRECT]
[prompt1] Example 793: label=bonsai, prediction=Bonsai tree [✓ CORRECT]
[prompt1] Example 794: label=bonsai, prediction=Bonsai tree [✓ CORRECT]
[prompt1] Example 795: label=bonsai, prediction=Bonsai tree. [✓ CORRECT]
[prompt1] Example 796: label=bonsai, prediction=Tree. [✗ WRONG]
[prompt1] Example 797: label=bonsai, prediction=Bonsai tree. [✓ CORRECT]
[prompt1] Example 798: label=bonsai, prediction=Bonsai tree [✓ CORRECT]
[prompt1] Example 799: label=bonsai, prediction=Bonsai tree [✓ CORRECT]
[prompt1] Example 800: label=bonsai, prediction=Tree [✗ WRONG]
[prompt1] Example 801: label=bonsai, prediction=Bonsai tree [✓ CORRECT]
[prompt1] Example 802: label=bonsai, prediction=Bonsai tree. [✓ CORRECT]
[prompt1] Example 803: label=brain, prediction=Brain anatomy. [✓ CORRECT]
[prompt1] Example 804: label=brain, prediction=Brain surgery tool. [✓ CORRECT]
[prompt1] Example 805: label=brain, prediction=Brain. [✓ CORRECT]
[prompt1] Example 806: label=brain, prediction=Brain. [✓ CORRECT]
[prompt1] Example 807: label=brain, prediction=Brain. [✓ CORRECT]
[prompt1] Example 808: label=brain, prediction=Brain. [✓ CORRECT]
[prompt1] Example 809: label=brain, prediction=Brain hemisphere. [✓ CORRECT]
[prompt1] Example 810: label=brain, prediction=Brain. [✓ CORRECT]
[prompt1] Example 811: label=brain, prediction=Brain scan image. [✓ CORRECT]
[prompt1] Example 812: label=brain, prediction=Brain scan. [✓ CORRECT]
[prompt1] Example 813: label=brain, prediction=Brain scan. [✓ CORRECT]
[prompt1] Example 814: label=brain, prediction=Brain. [✓ CORRECT]
[prompt1] Example 815: label=brain, prediction=Brain scan image. [✓ CORRECT]
[prompt1] Example 816: label=brain, prediction=Brain. [✓ CORRECT]
[prompt1] Example 817: label=brain, prediction=Brain model [✓ CORRECT]
[prompt1] Example 818: label=brain, prediction=Brain. [✓ CORRECT]
[prompt1] Example 819: label=brain, prediction=Brain illustration. [✓ CORRECT]
[prompt1] Example 820: label=brain, prediction=Brain illustration. [✓ CORRECT]
[prompt1] Example 821: label=brain, prediction=Brain. [✓ CORRECT]
[prompt1] Example 822: label=brain, prediction=Brain model [✓ CORRECT]
[prompt1] Example 823: label=brain, prediction=Brain model. [✓ CORRECT]
[prompt1] Example 824: label=brain, prediction=Brain. [✓ CORRECT]
[prompt1] Example 825: label=brain, prediction=Brain. [✓ CORRECT]
[prompt1] Example 826: label=brain, prediction=Brain model. [✓ CORRECT]
[prompt1] Example 827: label=brain, prediction=Light switch. [✗ WRONG]
[prompt1] Example 828: label=brain, prediction=Brain [✓ CORRECT]
[prompt1] Example 829: label=brain, prediction=Brain. [✓ CORRECT]
[prompt1] Example 830: label=brain, prediction=Brain scan. [✓ CORRECT]
[prompt1] Example 831: label=brain, prediction=Brain scan [✓ CORRECT]
[prompt1] Example 832: label=brontosaurus, prediction=Dinosaur. [✗ WRONG]
[prompt1] Example 833: label=brontosaurus, prediction=Dinosaur statue. [✗ WRONG]
[prompt1] Example 834: label=brontosaurus, prediction=Dinosaur statue. [✗ WRONG]
[prompt1] Example 835: label=brontosaurus, prediction=Dinosaur. [✗ WRONG]
[prompt1] Example 836: label=brontosaurus, prediction=Elephant. [✗ WRONG]
[prompt1] Example 837: label=brontosaurus, prediction=Dinosaur. [✗ WRONG]
[prompt1] Example 838: label=brontosaurus, prediction=Dinosaur statue. [✗ WRONG]
[prompt1] Example 839: label=brontosaurus, prediction=Dinosaur model. [✗ WRONG]
[prompt1] Example 840: label=brontosaurus, prediction=Dinosaur [✗ WRONG]
[prompt1] Example 841: label=brontosaurus, prediction=Dinosaur statue. [✗ WRONG]
[prompt1] Example 842: label=brontosaurus, prediction=Dinosaur. [✗ WRONG]
[prompt1] Example 843: label=brontosaurus, prediction=Dinosaur model. [✗ WRONG]
[prompt1] Example 844: label=buddha, prediction=Statue, sculpture, religious figure. [✗ WRONG]
[prompt1] Example 845: label=buddha, prediction=Buddha statue. [✓ CORRECT]
[prompt1] Example 846: label=buddha, prediction=Statue of Buddha [✓ CORRECT]
[prompt1] Example 847: label=buddha, prediction=Buddha statue. [✓ CORRECT]
[prompt1] Example 848: label=buddha, prediction=Statue of Buddha. [✓ CORRECT]
[prompt1] Example 849: label=buddha, prediction=Buddha statue. [✓ CORRECT]
[prompt1] Example 850: label=buddha, prediction=Statue of Buddha. [✓ CORRECT]
[prompt1] Example 851: label=buddha, prediction=Statue. [✗ WRONG]
[prompt1] Example 852: label=buddha, prediction=Statue of Buddha. [✓ CORRECT]
[prompt1] Example 853: label=buddha, prediction=Statue of Buddha. [✓ CORRECT]
[prompt1] Example 854: label=buddha, prediction=Statue of Buddha [✓ CORRECT]
[prompt1] Example 855: label=buddha, prediction=Statue of Buddha [✓ CORRECT]
[prompt1] Example 856: label=buddha, prediction=Statue of Buddha [✓ CORRECT]
[prompt1] Example 857: label=buddha, prediction=Buddha statue. [✓ CORRECT]
[prompt1] Example 858: label=buddha, prediction=Statue of Buddha. [✓ CORRECT]
[prompt1] Example 859: label=buddha, prediction=Buddha statue [✓ CORRECT]
[prompt1] Example 860: label=buddha, prediction=Statue, Buddha, Seated. [✓ CORRECT]
[prompt1] Example 861: label=buddha, prediction=Buddha statue [✓ CORRECT]
[prompt1] Example 862: label=buddha, prediction=Statue, sculpture, figure. [✗ WRONG]
[prompt1] Example 863: label=buddha, prediction=Statue, Buddha, Wooden. [✓ CORRECT]
[prompt1] Example 864: label=buddha, prediction=Statue of Buddha [✓ CORRECT]
[prompt1] Example 865: label=buddha, prediction=Statue of Buddha [✓ CORRECT]
[prompt1] Example 866: label=buddha, prediction=Statue. [✗ WRONG]
[prompt1] Example 867: label=buddha, prediction=Statue of Buddha. [✓ CORRECT]
[prompt1] Example 868: label=buddha, prediction=Statue, religious figure, meditation pose. [✗ WRONG]
[prompt1] Example 869: label=buddha, prediction=Statue of Buddha [✓ CORRECT]
[prompt1] Example 870: label=butterfly, prediction=Butterfly. [✓ CORRECT]
[prompt1] Example 871: label=butterfly, prediction=Butterfly. [✓ CORRECT]
[prompt1] Example 872: label=butterfly, prediction=Butterfly. [✓ CORRECT]
[prompt1] Example 873: label=butterfly, prediction=Butterfly. [✓ CORRECT]
[prompt1] Example 874: label=butterfly, prediction=Butterfly. [✓ CORRECT]
[prompt1] Example 875: label=butterfly, prediction=Butterfly. [✓ CORRECT]
[prompt1] Example 876: label=butterfly, prediction=Butterfly on flower. [✓ CORRECT]
[prompt1] Example 877: label=butterfly, prediction=Butterfly. [✓ CORRECT]
[prompt1] Example 878: label=butterfly, prediction=Butterfly [✓ CORRECT]
[prompt1] Example 879: label=butterfly, prediction=Butterfly. [✓ CORRECT]
[prompt1] Example 880: label=butterfly, prediction=Butterfly tapestry. [✓ CORRECT]
[prompt1] Example 881: label=butterfly, prediction=Butterfly. [✓ CORRECT]
[prompt1] Example 882: label=butterfly, prediction=Butterfly. [✓ CORRECT]
[prompt1] Example 883: label=butterfly, prediction=Origami butterfly. [✓ CORRECT]
[prompt1] Example 884: label=butterfly, prediction=Butterfly on flower [✓ CORRECT]
[prompt1] Example 885: label=butterfly, prediction=Butterfly. [✓ CORRECT]
[prompt1] Example 886: label=butterfly, prediction=Hair bow, hair accessory. [✗ WRONG]
[prompt1] Example 887: label=butterfly, prediction=Butterfly logo [✓ CORRECT]
[prompt1] Example 888: label=butterfly, prediction=Butterfly. [✓ CORRECT]
[prompt1] Example 889: label=butterfly, prediction=Butterfly [✓ CORRECT]
[prompt1] Example 890: label=butterfly, prediction=Butterfly [✓ CORRECT]
[prompt1] Example 891: label=butterfly, prediction=Brooch [✗ WRONG]
[prompt1] Example 892: label=butterfly, prediction=Butterfly. [✓ CORRECT]
[prompt1] Example 893: label=butterfly, prediction=Butterfly. [✓ CORRECT]
[prompt1] Example 894: label=butterfly, prediction=Butterfly. [✓ CORRECT]
[prompt1] Example 895: label=butterfly, prediction=Butterfly. [✓ CORRECT]
[prompt1] Example 896: label=butterfly, prediction=Butterfly. [✓ CORRECT]
[prompt1] Example 897: label=camera, prediction=Camera with cable. [✓ CORRECT]
[prompt1] Example 898: label=camera, prediction=camera [✓ CORRECT]
[prompt1] Example 899: label=camera, prediction=camera [✓ CORRECT]
[prompt1] Example 900: label=camera, prediction=camera [✓ CORRECT]
[prompt1] Example 901: label=camera, prediction=Camera [✓ CORRECT]
[prompt1] Example 902: label=camera, prediction=Camera [✓ CORRECT]
[prompt1] Example 903: label=camera, prediction=Camera [✓ CORRECT]
[prompt1] Example 904: label=camera, prediction=Camera [✓ CORRECT]
[prompt1] Example 905: label=camera, prediction=camera [✓ CORRECT]
[prompt1] Example 906: label=camera, prediction=Digital camera [✓ CORRECT]
[prompt1] Example 907: label=camera, prediction=Digital camera. [✓ CORRECT]
[prompt1] Example 908: label=camera, prediction=Camera [✓ CORRECT]
[prompt1] Example 909: label=camera, prediction=Camera [✓ CORRECT]
[prompt1] Example 910: label=camera, prediction=camera [✓ CORRECT]
[prompt1] Example 911: label=camera, prediction=Camera [✓ CORRECT]
[prompt1] Example 912: label=cannon, prediction=Cannon. [✓ CORRECT]
[prompt1] Example 913: label=cannon, prediction=Cannon. [✓ CORRECT]
[prompt1] Example 914: label=cannon, prediction=Toy cannon. [✓ CORRECT]
[prompt1] Example 915: label=cannon, prediction=Cart with wheels. [✗ WRONG]
[prompt1] Example 916: label=cannon, prediction=Cannon. [✓ CORRECT]
[prompt1] Example 917: label=cannon, prediction=Cannon. [✓ CORRECT]
[prompt1] Example 918: label=cannon, prediction=Artillery piece. [✗ WRONG]
[prompt1] Example 919: label=cannon, prediction=Cannon [✓ CORRECT]
[prompt1] Example 920: label=cannon, prediction=Cannon [✓ CORRECT]
[prompt1] Example 921: label=cannon, prediction=Cannon. [✓ CORRECT]
[prompt1] Example 922: label=cannon, prediction=Cannon. [✓ CORRECT]
[prompt1] Example 923: label=cannon, prediction=Cannon. [✓ CORRECT]
[prompt1] Example 924: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 925: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 926: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 927: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 928: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 929: label=car_side, prediction=truck [✗ WRONG]
[prompt1] Example 930: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 931: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 932: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 933: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 934: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 935: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 936: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 937: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 938: label=car_side, prediction=truck [✗ WRONG]
[prompt1] Example 939: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 940: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 941: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 942: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 943: label=car_side, prediction=Car. [✗ WRONG]
[prompt1] Example 944: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 945: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 946: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 947: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 948: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 949: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 950: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 951: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 952: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 953: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 954: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 955: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 956: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 957: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 958: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 959: label=car_side, prediction=car [✗ WRONG]
[prompt1] Example 960: label=ceiling_fan, prediction=Ceiling fan. [✓ CORRECT]
[prompt1] Example 961: label=ceiling_fan, prediction=Ceiling fan [✓ CORRECT]
[prompt1] Example 962: label=ceiling_fan, prediction=Ceiling fan. [✓ CORRECT]
[prompt1] Example 963: label=ceiling_fan, prediction=Ceiling fan. [✓ CORRECT]
[prompt1] Example 964: label=ceiling_fan, prediction=Ceiling fan. [✓ CORRECT]
[prompt1] Example 965: label=ceiling_fan, prediction=Helicopter model. [✗ WRONG]
[prompt1] Example 966: label=ceiling_fan, prediction=Ceiling fan. [✓ CORRECT]
[prompt1] Example 967: label=ceiling_fan, prediction=ceiling fan [✓ CORRECT]
[prompt1] Example 968: label=ceiling_fan, prediction=Fan. [✗ WRONG]
[prompt1] Example 969: label=ceiling_fan, prediction=Ceiling fan. [✓ CORRECT]
[prompt1] Example 970: label=ceiling_fan, prediction=Ceiling fan. [✓ CORRECT]
[prompt1] Example 971: label=ceiling_fan, prediction=Ceiling fan [✓ CORRECT]
[prompt1] Example 972: label=ceiling_fan, prediction=Ceiling fan. [✓ CORRECT]
[prompt1] Example 973: label=ceiling_fan, prediction=Ceiling fan. [✓ CORRECT]
[prompt1] Example 974: label=cellphone, prediction=remote control [✗ WRONG]
[prompt1] Example 975: label=cellphone, prediction=cell phone [✗ WRONG]
[prompt1] Example 976: label=cellphone, prediction=Calculator [✗ WRONG]
[prompt1] Example 977: label=cellphone, prediction=Cell phone [✗ WRONG]
[prompt1] Example 978: label=cellphone, prediction=remote control [✗ WRONG]
[prompt1] Example 979: label=cellphone, prediction=Cell phone. [✗ WRONG]
[prompt1] Example 980: label=cellphone, prediction=Cell phone. [✗ WRONG]
[prompt1] Example 981: label=cellphone, prediction=remote control [✗ WRONG]
[prompt1] Example 982: label=cellphone, prediction=remote control [✗ WRONG]
[prompt1] Example 983: label=cellphone, prediction=Remote control [✗ WRONG]
[prompt1] Example 984: label=cellphone, prediction=Cell phone. [✗ WRONG]
[prompt1] Example 985: label=cellphone, prediction=Cell phone [✗ WRONG]
[prompt1] Example 986: label=cellphone, prediction=USB device [✗ WRONG]
[prompt1] Example 987: label=cellphone, prediction=Telephone. [✗ WRONG]
[prompt1] Example 988: label=cellphone, prediction=Cell phone. [✗ WRONG]
[prompt1] Example 989: label=cellphone, prediction=Cell phone. [✗ WRONG]
[prompt1] Example 990: label=cellphone, prediction=Cell phone. [✗ WRONG]
[prompt1] Example 991: label=chair, prediction=chair [✓ CORRECT]
[prompt1] Example 992: label=chair, prediction=chair [✓ CORRECT]
[prompt1] Example 993: label=chair, prediction=Chair [✓ CORRECT]
[prompt1] Example 994: label=chair, prediction=Chair [✓ CORRECT]
[prompt1] Example 995: label=chair, prediction=chair [✓ CORRECT]
[prompt1] Example 996: label=chair, prediction=Chair [✓ CORRECT]
[prompt1] Example 997: label=chair, prediction=chair [✓ CORRECT]
[prompt1] Example 998: label=chair, prediction=chair [✓ CORRECT]
[prompt1] Example 999: label=chair, prediction=Chair [✓ CORRECT]
[prompt1] Example 1000: label=chair, prediction=chair [✓ CORRECT]
[prompt1] Example 1001: label=chair, prediction=Folding chair [✓ CORRECT]
[prompt1] Example 1002: label=chair, prediction=Folding chair. [✓ CORRECT]
[prompt1] Example 1003: label=chair, prediction=Chair [✓ CORRECT]
[prompt1] Example 1004: label=chair, prediction=office chair [✓ CORRECT]
[prompt1] Example 1005: label=chair, prediction=chair [✓ CORRECT]
[prompt1] Example 1006: label=chair, prediction=Painting easel [✗ WRONG]
[prompt1] Example 1007: label=chair, prediction=Chair [✓ CORRECT]
[prompt1] Example 1008: label=chair, prediction=Chair [✓ CORRECT]
[prompt1] Example 1009: label=chair, prediction=chair [✓ CORRECT]
[prompt1] Example 1010: label=chandelier, prediction=chandelier [✓ CORRECT]
[prompt1] Example 1011: label=chandelier, prediction=chandelier [✓ CORRECT]
[prompt1] Example 1012: label=chandelier, prediction=Chandelier [✓ CORRECT]
[prompt1] Example 1013: label=chandelier, prediction=Laboratory apparatus [✗ WRONG]
[prompt1] Example 1014: label=chandelier, prediction=chandelier [✓ CORRECT]
[prompt1] Example 1015: label=chandelier, prediction=Chandelier [✓ CORRECT]
[prompt1] Example 1016: label=chandelier, prediction=chandelier [✓ CORRECT]
[prompt1] Example 1017: label=chandelier, prediction=chandelier [✓ CORRECT]
[prompt1] Example 1018: label=chandelier, prediction=Chandelier [✓ CORRECT]
[prompt1] Example 1019: label=chandelier, prediction=Chandelier [✓ CORRECT]
[prompt1] Example 1020: label=chandelier, prediction=Chandelier [✓ CORRECT]
[prompt1] Example 1021: label=chandelier, prediction=chandelier [✓ CORRECT]
[prompt1] Example 1022: label=chandelier, prediction=chandelier [✓ CORRECT]
[prompt1] Example 1023: label=chandelier, prediction=Chandelier [✓ CORRECT]
[prompt1] Example 1024: label=chandelier, prediction=Candle holder [✗ WRONG]
[prompt1] Example 1025: label=chandelier, prediction=chandelier [✓ CORRECT]
[prompt1] Example 1026: label=chandelier, prediction=chandelier [✓ CORRECT]
[prompt1] Example 1027: label=chandelier, prediction=chandelier [✓ CORRECT]
[prompt1] Example 1028: label=chandelier, prediction=Chandelier [✓ CORRECT]
[prompt1] Example 1029: label=chandelier, prediction=Chandelier [✓ CORRECT]
[prompt1] Example 1030: label=chandelier, prediction=Chandelier [✓ CORRECT]
[prompt1] Example 1031: label=chandelier, prediction=Chandelier [✓ CORRECT]
[prompt1] Example 1032: label=chandelier, prediction=chandelier [✓ CORRECT]
[prompt1] Example 1033: label=chandelier, prediction=Chandelier [✓ CORRECT]
[prompt1] Example 1034: label=chandelier, prediction=candle holder [✗ WRONG]
[prompt1] Example 1035: label=chandelier, prediction=Light fixture. [✗ WRONG]
[prompt1] Example 1036: label=chandelier, prediction=Chandelier [✓ CORRECT]
[prompt1] Example 1037: label=chandelier, prediction=chandelier [✓ CORRECT]
[prompt1] Example 1038: label=chandelier, prediction=Chandelier [✓ CORRECT]
[prompt1] Example 1039: label=chandelier, prediction=Chandelier [✓ CORRECT]
[prompt1] Example 1040: label=chandelier, prediction=chandelier [✓ CORRECT]
[prompt1] Example 1041: label=chandelier, prediction=Chandelier [✓ CORRECT]
[prompt1] Example 1042: label=cougar_body, prediction=Puma. [✗ WRONG]
[prompt1] Example 1043: label=cougar_body, prediction=Feline. [✗ WRONG]
[prompt1] Example 1044: label=cougar_body, prediction=Cheetah. [✗ WRONG]
[prompt1] Example 1045: label=cougar_body, prediction=Puma. [✗ WRONG]
[prompt1] Example 1046: label=cougar_body, prediction=Wild cat [✗ WRONG]
[prompt1] Example 1047: label=cougar_body, prediction=Feline animal. [✗ WRONG]
[prompt1] Example 1048: label=cougar_body, prediction=Panther. [✗ WRONG]
